date,total_sales,dcoilwtico,dayofweek,month,quarter,dayofyear,weekofyear,lag_7,lag_14,lag_30,lag_365,rolling_mean_7,rolling_mean_30
2014-01-02,12034.864999,95.14,3,1,1,2,1,6151.595,9382.83803,6691.943,0.0,4330.858996571428,6471.140866633334
2014-01-03,11700.4514,93.66,4,1,1,3,1,7440.179,7930.986,6333.197996,7417.148,5171.326139285715,6649.2382666
2014-01-04,10863.582,93.66,5,1,1,4,1,4532.439,10906.77801,9158.644999,5873.244001,5779.936482142858,6828.1467134
2014-01-05,4634.573,93.66,6,1,1,5,1,1819.251996,8320.063,5920.25,5919.879001,6684.385482142859,6884.977946766667
2014-01-06,10766.978,93.12,0,1,1,6,2,5754.39498,5450.8460000000005,3094.035005,6318.7850100000005,7086.574197,6842.122046766667
2014-01-07,9582.605009,93.31,1,1,1,7,2,4618.153,11476.883,5387.647004,2199.087,7802.657485571428,7097.886813266667
2014-01-08,13372.519,91.9,2,1,1,8,2,0.0,8536.046,2435.633,6150.924,8511.864915428572,7237.718746766666
2014-01-09,9817.64,91.36,3,1,1,9,2,12034.864999,6151.595,6442.102,5597.181,10422.224772571428,7602.2816134333325
2014-01-10,10688.5596,92.39,4,1,1,10,2,11700.4514,7440.179,7488.41498,6808.57899,10105.478344142857,7714.799546766667
2014-01-11,10123.369896,92.39,5,1,1,11,2,10863.582,4532.439,8486.091,4757.715,9960.922372714285,7821.4710341
2014-01-12,4477.641,92.39,6,1,1,12,2,4634.573,1819.251996,7966.511,5494.01598,9855.177786428572,7876.0469973
2014-01-13,10587.845,91.45,0,1,1,13,3,10766.978,5754.39498,7629.721,5467.78298,9832.758929285714,7759.751330633333
2014-01-14,9212.402,92.15,1,1,1,14,3,9582.605009,4618.153,7158.148,2693.878004,9807.168500714284,7858.355463966667
2014-01-15,12945.3155,93.78,2,1,1,15,3,13372.519,0.0,3157.155,5651.68501,9754.28235657143,7926.830597300001
2014-01-16,8728.828001,93.54,3,1,1,16,3,9817.64,12034.864999,7651.485999,5204.174,9693.253285142857,8253.102613966666
2014-01-17,11014.48993,93.96,4,1,1,17,3,10688.5596,11700.4514,6812.793000000001,6733.596002,9537.708713857142,8289.014014033333
2014-01-18,10084.039,93.96,5,1,1,18,3,10123.369896,10863.582,9382.83803,4942.474,9584.270189571427,8429.070578366667
2014-01-19,4611.47,93.96,6,1,1,19,3,4477.641,4634.573,7930.986,5923.124001,9578.651490142858,8452.443944033334
2014-01-20,9262.299,93.96,0,1,1,20,4,10587.845,10766.978,10906.77801,5895.146,9597.769918714286,8341.7934107
2014-01-21,10658.405,94.51,1,1,1,21,4,9212.402,9582.605009,8320.063,2371.133995,9408.406204428571,8286.9774437
2014-01-22,12342.9955,96.35,2,1,1,22,4,12945.3155,13372.519,5450.8460000000005,5227.60202,9614.978061571428,8364.922177033333
2014-01-23,9154.47502,97.23,3,1,1,23,4,8728.828001,9817.64,11476.883,5298.986,9528.932347285716,8594.660493700001
2014-01-24,11079.889104,96.66,4,1,1,24,4,11014.48993,10688.5596,8536.046,6259.346,9589.739064285715,8517.246894366666
2014-01-25,8688.380995,96.66,5,1,1,25,4,10084.039,10123.369896,6151.595,4861.523999999999,9599.081803428573,8602.0416645
2014-01-26,4675.985,96.66,6,1,1,26,4,4611.47,4477.641,7440.179,5577.701,9399.702088428572,8686.601197666667
2014-01-27,9643.89702,95.82,0,1,1,27,5,9262.299,10587.845,4532.439,5290.32701,9408.918517,8594.461397666666
2014-01-28,8987.657,97.49,1,1,1,28,5,10658.405,9212.402,1819.251996,2439.378,9463.432519857144,8764.843331666667
2014-01-29,12354.5677,97.34,2,1,1,29,5,12342.9955,12945.3155,5754.39498,4976.808,9224.754234142858,9003.790165133334
2014-01-30,8977.837,98.25,3,1,1,30,5,9154.47502,8728.828001,4618.153,4681.5110005,9226.407405571428,9223.795922466668
2014-01-31,10591.1898,97.55,4,1,1,31,5,11079.889104,11014.48993,0.0,6118.887,9201.173402714285,9369.118722466666
2014-02-01,6642.345,97.55,5,2,1,32,5,8688.380995,10084.039,12034.864999,4712.577,9131.359216428571,9722.158382466667
2014-02-02,2490.672988,97.55,6,2,1,33,5,4675.985,4611.47,11700.4514,5782.7789999999995,8839.06836,9542.407715833333
2014-02-03,6181.2740005000005,96.44,0,2,1,34,6,9643.89702,9262.299,10863.582,5706.91901,8526.880929714285,9235.415102100002
2014-02-04,5704.709001,97.24,1,2,1,35,6,8987.657,10658.405,4634.573,2267.983,8032.220498357143,9079.338168783333
2014-02-05,7413.17698,97.4,2,2,1,36,6,12354.5677,12342.9955,10766.978,5574.041,7563.227927071428,9115.009368816665
2014-02-06,5684.777,97.84,3,2,1,37,6,8977.837,9154.47502,9582.605009,5080.786,6857.314967071429,9003.216001483332
2014-02-07,6527.8828,99.98,4,2,1,38,6,10591.1898,11079.889104,13372.519,6107.432001,6386.877824214286,8873.288401183332
2014-02-08,6081.824998,99.98,5,2,1,39,6,6642.345,8688.380995,9817.64,4452.242995,5806.405395642859,8645.133861183333
2014-02-09,2393.5139994,99.98,6,2,1,40,6,2490.672988,4675.985,10688.5596,5593.812,5726.331109642858,8520.60669445
2014-02-10,5819.104,100.12,0,2,1,41,7,6181.2740005000005,9643.89702,10123.369896,4435.572,5712.451254128571,8244.10517443
2014-02-11,6135.15099,99.96,1,2,1,42,7,5704.709001,8987.657,4477.641,1199.135,5660.71268262857,8100.629644563333
2014-02-12,7494.975996,100.38,2,2,1,43,7,7413.17698,12354.5677,10587.845,1344.749998,5722.204395342857,8155.879977563333
2014-02-13,5631.581,100.27,3,2,1,44,7,5684.777,8977.837,9212.402,1852.01501,5733.889969057143,8052.784344096666
2014-02-14,7060.89,100.31,4,2,1,45,7,6527.8828,10591.1898,12945.3155,6121.725,5726.290540485715,7933.423644096666
2014-02-15,6569.446,100.31,5,2,1,46,7,6081.824998,6642.345,8728.828001,4999.187999,5802.4344262,7737.27612743
2014-02-16,2770.94799,100.31,6,2,1,47,7,2393.5139994,2490.672988,11014.48993,5387.78798,5872.0945693428575,7665.296727396667
2014-02-17,5684.369000000001,100.31,0,2,1,48,8,5819.104,6181.2740005000005,10084.039,5625.385,5926.0137108571425,7390.511996063333
2014-02-18,6545.479,102.54,1,2,1,49,8,6135.15099,5704.709001,4611.47,1747.08101,5906.765853714285,7243.856329396667
2014-02-19,6782.931,103.46,2,2,1,50,8,7494.975996,7413.17698,9262.299,5343.77902,5965.384140857143,7308.323296063333
2014-02-20,5634.373,103.2,3,2,1,51,8,5631.581,5684.777,10658.405,5229.718,5863.663427142857,7225.677696063333
2014-02-21,6018.0306,102.53,4,2,1,52,8,7060.89,6527.8828,12342.9955,6024.07,5864.062284285714,7058.20996273
2014-02-22,6236.9529999999995,102.53,5,2,1,53,8,6569.446,6081.824998,9154.47502,5325.731,5715.082369999999,6847.377799396666
2014-02-23,2334.053,102.53,6,2,1,54,8,2770.94799,2393.5139994,11079.889104,5781.510002,5667.58337,6750.127065396667
2014-02-24,6140.983,103.17,0,2,1,55,9,5684.369000000001,5819.104,8688.380995,5426.989018,5605.169800000001,6458.599195263333
2014-02-25,5916.78798,102.2,1,2,1,56,9,6545.479,6135.15099,4675.985,2295.712,5670.400371428572,6373.685928763332
2014-02-26,6044.604,102.93,2,2,1,57,9,6782.931,7494.975996,9643.89702,5333.274984,5580.587368571428,6415.046028096666
2014-02-27,4832.924,102.68,3,2,1,58,9,5634.373,5631.581,8987.657,4710.27898,5475.112082857143,6295.069594096667
2014-02-28,6684.7386,102.88,4,2,1,59,9,6018.0306,7060.89,12354.5677,6054.942997,5360.619368571429,6156.578494096667
2014-03-01,8303.31698,102.88,5,3,1,60,9,6236.9529999999995,6569.446,8977.837,5009.69201,5455.8633685714285,5967.584190763333
2014-03-02,2341.381,102.88,6,3,1,61,9,2334.053,2770.94799,10591.1898,5940.556,5751.058222857143,5945.100190096667
2014-03-03,2960.415,105.34,0,3,1,62,10,6140.983,5684.369000000001,6642.345,5817.466999,5752.10508,5670.10656343
2014-03-04,3861.036,103.64,1,3,1,63,10,5916.78798,6545.479,2490.672988,2436.827,5297.738222857143,5547.3755634300005
2014-03-05,13222.915,101.75,2,3,1,64,10,6044.604,6782.931,6181.2740005000005,6094.491999,5004.059368571428,5593.054330496667
2014-03-06,10616.6151,101.82,3,3,1,65,10,4832.924,5634.373,5704.709001,4968.63401,6029.532368571429,5827.775697146667
2014-03-07,11837.09557,102.82,4,3,1,66,10,6684.7386,6018.0306,7413.17698,6845.5380000000005,6855.773954285714,5991.505900446666
2014-03-08,9916.469,102.82,5,3,1,67,10,8303.31698,6236.9529999999995,5684.777,5199.071,7591.824950000001,6138.969853446667
2014-03-09,5084.255,102.82,6,3,1,68,10,2341.381,2334.053,6527.8828,6010.675998,7822.275238571428,6280.0262534466665
2014-03-10,9983.393,101.39,0,3,1,69,11,2960.415,6140.983,6081.824998,5665.511,8214.114381428572,6231.90532678
2014-03-11,9595.985,100.29,1,3,1,70,11,3861.036,5916.78798,2393.5139994,2601.404,9217.396952857143,6361.957593513333
2014-03-12,13517.5385,98.29,2,3,1,71,11,13222.915,6044.604,5819.104,5504.89798,10036.675381428571,6602.0399602
2014-03-13,8686.63,98.57,3,3,1,72,11,10616.6151,4832.924,6135.15099,4965.085,10078.764452857142,6858.6544435333335
2014-03-14,10067.9343,99.23,4,3,1,73,11,11837.09557,6684.7386,7494.975996,6077.7760100000005,9803.052295714286,6943.7037438666675
2014-03-15,9029.67,99.23,5,3,1,74,11,9916.469,8303.31698,5631.581,4557.174,9550.314971428572,7029.469020666667
2014-03-16,5416.576,99.23,6,3,1,75,11,5084.255,2341.381,7060.89,5638.478,9423.629400000002,7142.738654
2014-03-17,10120.124,98.43,0,3,1,76,12,9983.393,2960.415,6569.446,5799.479,9471.10382857143,7087.928187333333
2014-03-18,9722.977,100.08,1,3,1,77,12,9595.985,3861.036,2770.94799,2258.610998,9490.636828571429,7206.284120666666
2014-03-19,11942.6265,100.71,2,3,1,78,12,13517.5385,13222.915,5684.369000000001,5161.345,9508.778542857142,7438.018421000001
2014-03-20,8595.955,99.68,3,3,1,79,12,8686.63,10616.6151,6545.479,4942.25201,9283.791114285714,7646.627004333333
2014-03-21,10828.4631,99.97,4,3,1,80,12,10067.9343,11837.09557,6782.931,6195.9220000000005,9270.837542857143,7714.976204333334
2014-03-22,10091.754,99.97,5,3,1,81,12,9029.67,9916.469,5634.373,5097.209,9379.484514285714,7849.827274333334
2014-03-23,4504.294005,99.97,6,3,1,82,12,5416.576,5084.255,6018.0306,5795.069,9531.2108,7998.406641
2014-03-24,9187.036,100.05,0,3,1,83,13,10120.124,9983.393,6236.9529999999995,5518.5960000000005,9400.884800714286,7947.9487545
2014-03-25,9468.111,99.66,1,3,1,84,13,9722.977,9595.985,2334.053,2056.88,9267.586515,8046.2848545
2014-03-26,11996.316,100.61,2,3,1,85,13,11942.6265,13517.5385,6140.983,5233.41299,9231.177086428572,8284.086787833334
2014-03-27,8356.738,101.25,3,3,1,86,13,8595.955,8686.63,5916.78798,4812.276,9238.847015000001,8479.264554500001
2014-03-28,10277.430836,101.73,4,3,1,87,13,10828.4631,10067.9343,6044.604,6387.455,9204.673157857143,8560.596221833333
2014-03-29,10258.32,101.73,5,3,1,88,13,10091.754,9029.67,4832.924,5686.706,9125.954263,8701.6904497
2014-03-30,4553.45799,101.73,6,3,1,89,13,4504.294005,5416.576,6684.7386,2001.729,9149.749405857143,8882.536983033333
2014-03-31,9569.716002,101.57,0,3,1,90,14,9187.036,10120.124,8303.31698,4353.33,9156.772832285715,8811.494296033334
2014-04-01,7030.401,99.69,1,4,2,91,14,9468.111,9722.977,2341.381,2042.369,9211.441404,8853.707596766668
2014-04-02,7734.189,99.6,2,4,2,92,14,11996.316,11942.6265,2960.415,6144.881,8863.197118285714,9010.008263433334
2014-04-03,5534.842001,100.29,3,4,2,93,14,8356.738,8595.955,3861.036,5774.184999,8254.321832571428,9169.134063433332
2014-04-04,7955.9678,101.16,4,4,2,94,14,10277.430836,10828.4631,13222.915,7074.953,7851.193832714285,9224.9275968
2014-04-05,6592.68202,101.16,5,4,2,95,14,10258.32,10091.754,10616.6151,4896.498,7519.556256142858,9049.362690133332
2014-04-06,3121.13,101.16,6,4,2,96,14,4553.45799,4504.294005,11837.09557,6304.927,6995.893687571429,8915.231587466667
2014-04-07,6745.32398,100.43,0,4,2,97,15,9569.716002,9187.036,9916.469,5594.088,6791.275403285714,8624.6994018
2014-04-08,5399.66002,102.57,1,4,2,98,15,7030.401,9468.111,5084.255,2363.7399995,6387.790828714286,8518.9945678
2014-04-09,7089.189,103.55,2,4,2,99,15,7734.189,11996.316,9983.393,5378.179999999999,6154.827831571429,8529.508068466668
2014-04-10,5723.5229899999995,103.37,3,4,2,100,15,5534.842001,8356.738,9595.985,4803.334964,6062.684974428572,8433.0346018
2014-04-11,6603.9281,103.68,4,4,2,101,15,7955.9678,10277.430836,13517.5385,6835.487,6089.639401428572,8303.952534799999
2014-04-12,6133.685,103.68,5,4,2,102,15,6592.68202,10258.32,8686.63,4701.459,5896.490872857142,8073.498854799999
2014-04-13,2462.79199,103.68,6,4,2,103,15,3121.13,4553.45799,10067.9343,6212.33,5830.91987,7988.4006881333335
2014-04-14,5778.303,104.05,0,4,2,104,16,6745.32398,9569.716002,9029.67,5493.952,5736.871582857143,7734.895944466667
2014-04-15,5928.375,103.7,1,4,2,105,16,5399.66002,7030.401,5416.576,2209.921008,5598.725728571429,7626.517044466667
2014-04-16,7022.8,103.71,2,4,2,106,16,7089.189,7734.189,10120.124,5462.558,5674.256439999999,7643.577011133334
2014-04-17,5588.881998,104.33,3,4,2,107,16,5723.5229899999995,5534.842001,9722.977,5367.81,5664.7722971428575,7540.3328778000005
2014-04-18,2998.201899,104.33,4,4,2,108,16,6603.9281,7955.9678,11942.6265,6207.2429999999995,5645.537869714286,7402.529711066667
2014-04-19,4332.51,104.33,5,4,2,109,16,6133.685,6592.68202,8595.955,5004.652996,5130.434126714286,7104.382224366666
2014-04-20,2432.984004,104.33,6,4,2,110,16,2462.79199,3121.13,10828.4631,5339.899,4873.123412428571,6962.267391033333
2014-04-21,6201.18003,104.35,0,4,2,111,17,5778.303,6745.32398,10091.754,5759.571,4868.865128714286,6682.418087833333
2014-04-22,5553.08,101.69,1,4,2,112,17,5928.375,5399.66002,4504.294005,2449.2799999999997,4929.276133,6552.732288833334
2014-04-23,8424.759,101.47,2,4,2,113,17,7022.8,7089.189,9187.036,5504.771,4875.662561571428,6587.691822
2014-04-24,5813.087,102.2,3,4,2,114,17,5588.881998,5723.5229899999995,9468.111,5085.243,5075.942418714286,6562.282588666667
2014-04-25,7112.4723,100.85,4,4,2,115,17,2998.201899,6603.9281,11996.316,7112.197,5107.971704714286,6440.448455333333
2014-04-26,6384.50499,100.85,5,4,2,116,17,4332.51,6133.685,8356.738,4722.563002,5695.724619142857,6277.653665333332
2014-04-27,2369.78,100.85,6,4,2,117,17,2432.984004,2462.79199,10277.430836,6316.556,5988.866760571428,6211.9125650000005
2014-04-28,5777.804,101.13,0,4,2,118,18,6201.18003,5778.303,10258.32,5334.13899,5979.837617142858,5948.3242038
2014-04-29,5882.332,101.56,1,4,2,119,18,5553.08,5928.375,4553.45799,2427.34,5919.355327142856,5798.9736704666675
2014-04-30,7410.025009999999,100.07,2,4,2,120,18,8424.759,7022.8,9569.716002,4488.657,5966.391327142858,5843.2694708
2014-05-01,2569.481,99.69,3,5,2,121,18,5813.087,5588.881998,7030.401,5478.078,5821.429328571429,5771.279771066667
2014-05-02,7872.43686,100.09,4,5,2,122,18,7112.4723,2998.201899,7734.189,2677.930005,5358.057042857143,5622.582437733334
2014-05-03,7047.21,100.09,5,5,2,123,18,6384.50499,4332.51,5534.842001,5648.427,5466.623408571429,5627.190699733333
2014-05-04,2688.856,100.09,6,5,2,124,18,2369.78,2432.984004,7955.9678,7051.153003,5561.295552857142,5677.602966366667
2014-05-05,4868.707999,99.74,0,5,2,125,19,5777.804,6201.18003,6592.68202,5797.93698,5606.877838571428,5502.0325730333325
2014-05-06,7284.11498,99.81,1,5,2,126,19,5882.332,5553.08,3121.13,2723.904,5477.0069812857155,5444.566772333333
2014-05-07,7393.54402,101.06,2,5,2,127,19,7410.025009999999,8424.759,6745.32398,5813.939,5677.261692714286,5583.332938333334
2014-05-08,5546.6849999999995,100.52,3,5,2,128,19,2569.481,5813.087,5399.66002,5586.959,5674.907265571428,5604.940273
2014-05-09,7596.6694,100.32,4,5,2,129,19,7872.43686,7112.4723,7089.189,6351.424000999999,6100.222122714286,5609.841105666667
2014-05-10,7075.71698,100.32,5,5,2,130,19,7047.21,6384.50499,5723.5229899999995,5049.362,6060.826771285714,5626.757119
2014-05-11,2383.417004,100.32,6,5,2,131,19,2688.856,2369.78,6603.9281,6135.394,6064.899197,5671.830252
2014-05-12,6006.81502,100.89,0,5,2,132,20,4868.707999,5777.804,6133.685,6289.375,6021.265054714286,5531.1465488
2014-05-13,6703.55,102.01,1,5,2,133,20,7284.11498,5882.332,2462.79199,1904.553,6183.851772000001,5526.917549466666
2014-05-14,6556.992,102.63,2,5,2,134,20,7393.54402,7410.025009999999,5778.303,5637.614,6100.913917714286,5668.2761498
2014-05-15,5704.361,101.74,3,5,2,135,20,5546.6849999999995,2569.481,5928.375,5528.375005,5981.406486285714,5694.2324498
2014-05-16,7313.1204,102.31,4,5,2,136,20,7596.6694,7872.43686,7022.8,5901.738,6003.931629142857,5686.765316466667
2014-05-17,6081.558994,102.31,5,5,2,137,20,7075.71698,7047.21,5588.881998,5459.329,5963.424629142857,5696.442663133333
2014-05-18,2589.567999,102.31,6,5,2,138,20,2383.417004,2688.856,2998.201899,6021.054,5821.402059714286,5712.865229666667
2014-05-19,6796.845,102.95,0,5,2,139,21,6006.81502,4868.707999,4332.51,5681.288,5850.852201857143,5699.244099666667
2014-05-20,6606.284984,102.8,1,5,2,140,21,6703.55,7284.11498,2432.984004,2037.13201,5963.713627571429,5781.388599666667
2014-05-21,6795.899,104.31,2,5,2,141,21,6556.992,7393.54402,6201.18003,5221.561,5949.818625285714,5920.498632333333
2014-05-22,5706.399004,104.03,3,5,2,142,21,5704.361,5546.6849999999995,5553.08,4932.974,5983.9481967142865,5940.322598
2014-05-23,6328.5587000000005,105.01,4,5,2,143,21,7313.1204,7596.6694,8424.759,5896.853,5984.239340142857,5945.433231466667
2014-05-24,6006.517,105.01,5,5,2,144,21,6081.558994,7075.71698,5813.087,5426.115,5843.587668714286,5875.5598881333335
2014-05-25,2395.622,105.01,6,5,2,145,21,2589.567999,2383.417004,7112.4723,2195.219,5832.867383857143,5882.0075548
2014-05-26,6066.194001,105.01,0,5,2,146,22,6796.845,6006.81502,6384.50499,4255.778004,5805.160812571428,5724.779211466667
2014-05-27,4984.334999,104.78,1,5,2,147,22,6606.284984,6703.55,2369.78,1621.783,5700.782098428571,5714.168845166667
2014-05-28,6934.918,103.37,2,5,2,148,22,6795.899,6556.992,5777.804,5194.109,5469.074957714286,5801.320678466667
2014-05-29,5247.004,104.26,3,5,2,149,22,5706.399004,5704.361,5882.332,5133.556996,5488.934814857143,5839.891145133332
2014-05-30,8215.244200000001,103.4,4,5,2,150,22,6328.5587000000005,7313.1204,7410.025009999999,6685.573,5423.306957142857,5818.713545133333
2014-05-31,6041.625995,103.4,5,5,2,151,22,6006.517,6081.558994,2569.481,4949.255,5692.833457142857,5845.554184799999
2014-06-01,2802.719,103.4,6,6,2,152,22,2395.622,2589.567999,7872.43686,6155.988,5697.849027857143,5961.2923513
2014-06-02,7120.854999,103.07,0,6,2,153,23,6066.194001,6796.845,7047.21,6180.505,5756.005742142856,5792.301755966667
2014-06-03,6652.41298,103.34,1,6,2,154,23,4984.334999,6606.284984,2688.856,1729.61,5906.671599,5794.756589266667
2014-06-04,7473.020005,103.27,2,6,2,155,23,6934.918,6795.899,4868.707999,6302.145,6144.968453428572,5926.875155266667
2014-06-05,6036.6959990000005,103.17,3,6,2,156,23,5247.004,5706.399004,7284.11498,5893.591,6221.840168428572,6013.685555466667
2014-06-06,7853.17813,103.32,4,6,2,157,23,8215.244200000001,6328.5587000000005,7393.54402,7261.88,6334.653311142858,5972.104922766666
2014-06-07,6007.947001,103.32,5,6,2,158,23,6041.625995,6006.517,5546.6849999999995,5565.632001,6282.9295868571435,5987.426059766667
2014-06-08,2214.503996,103.32,6,6,2,159,23,2802.719,2395.622,7596.6694,6704.611,6278.118302000001,6002.8014598
2014-06-09,6228.62,105.09,0,6,2,160,24,7120.854999,6066.194001,7075.71698,5537.825,6194.087587142858,5823.395946333333
2014-06-10,5886.0440100000005,105.02,1,6,2,161,24,6652.41298,4984.334999,2383.417004,2331.649,6066.625444428571,5795.159380333334
2014-06-11,7314.068,105.04,2,6,2,162,24,7473.020005,6934.918,6006.81502,5703.609,5957.144163,5911.913613866666
2014-06-12,5485.53602,107.2,3,6,2,163,24,6036.6959990000005,5247.004,6703.55,5368.142,5934.436733714286,5955.488713199999
2014-06-13,7256.3383,107.49,4,6,2,164,24,7853.17813,8215.244200000001,6556.992,6200.09799,5855.699593857143,5914.8882472
2014-06-14,7185.759,107.49,5,6,2,165,24,6007.947001,6041.625995,5704.361,4737.133,5770.436760999999,5938.199790533333
2014-06-15,1755.367,107.49,6,6,2,166,24,2214.503996,2802.719,7313.1204,6056.953,5938.695618,5987.579723866666
2014-06-16,6469.287,107.52,0,6,2,167,25,6228.62,7120.854999,6081.558994,5452.68601,5873.104618571429,5802.3212772
2014-06-17,5810.603,106.95,1,6,2,168,25,5886.0440100000005,6652.41298,2589.567999,1983.074,5907.485618571429,5815.245544066666
2014-06-18,6563.048,106.64,2,6,2,169,25,7314.068,7473.020005,6796.845,5964.64102,5896.708331428571,5922.613377433333
2014-06-19,5595.294,107.08,3,6,2,170,25,5485.53602,6036.6959990000005,6606.284984,5096.6050000000005,5789.41976,5914.8201441
2014-06-20,8202.7465,107.95,4,6,2,171,25,7256.3383,7853.17813,6795.899,6747.888002,5805.099471428571,5881.120444633333
2014-06-21,6671.712,107.95,5,6,2,172,25,7185.759,6007.947001,5706.399004,4725.838,5940.300642857143,5928.0153613
2014-06-22,2449.529,107.95,6,6,2,173,25,1755.367,2214.503996,6328.5587000000005,5608.436,5866.865357142857,5960.192461166666
2014-06-23,6320.216001,106.83,0,6,2,174,26,6469.287,6228.62,6006.517,5257.657,5966.031357142857,5830.891471166667
2014-06-24,5659.71398,106.64,1,6,2,175,26,5810.603,5886.0440100000005,2395.622,2207.966,5944.735500142858,5841.348104533333
2014-06-25,6971.182002,107.04,2,6,2,176,26,6563.048,7314.068,6066.194001,5225.463,5923.179925857143,5950.151170533333
2014-06-26,6012.036,106.49,3,6,2,177,26,5595.294,5485.53602,4984.334999,5698.107,5981.484783285713,5980.317437233333
2014-06-27,8100.3635,106.46,4,6,2,178,26,8202.7465,7256.3383,6934.918,5962.694,6041.019354714286,6014.574137266666
2014-06-28,6084.97498,106.46,5,6,2,179,26,6671.712,7185.759,5247.004,4822.808,6026.393211857144,6053.422320600001
2014-06-29,2416.7680035,106.46,6,6,2,180,26,2449.529,1755.367,8215.244200000001,6044.440996,5942.573637571429,6081.3546866
2014-06-30,5970.379,106.07,0,6,2,181,27,6320.216001,6469.287,6041.625995,5525.23898,5937.893495214286,5888.072146716668
2014-07-01,9649.17298,106.06,1,7,3,182,27,5659.71398,5810.603,2802.719,2154.501,5887.916780785714,5885.697246883333
2014-07-02,14812.346,105.18,2,7,3,183,27,6971.182002,6563.048,7120.854999,5837.525,6457.839495071428,6113.91237955
2014-07-03,9593.2990002,104.76,3,7,3,184,27,6012.036,5595.294,6652.41298,5787.7119999999995,7578.005780499999,6370.295412916666
2014-07-04,11822.021,104.76,4,7,3,185,27,8100.3635,8202.7465,7473.020005,6671.413,8089.614780528571,6468.324946923332
2014-07-05,8368.502,104.76,5,7,3,186,27,6084.97498,6671.712,6036.6959990000005,5126.38599,8621.280137671429,6613.2916467566665
2014-07-06,4429.332996,104.76,6,7,3,187,27,2416.7680035,2449.529,7853.17813,5998.664,8947.498283385714,6691.018513456667
